date,open,high,low,close,volume,amount
2019-07-09,2928.82,2937.76,2912.81,2928.23,145110605,154251423744.0
2019-07-10,2935.19,2936.75,2908.16,2915.3,135483538,141236256768.0
2019-07-11,2928.06,2945.8,2907.89,2917.76,143692521,152181407744.0
2019-07-12,2915.34,2938.53,2905.81,2930.55,137794760,142918868992.0
2019-07-15,2921.55,2955.0,2886.7,2942.19,167643397,176533200896.0
2019-07-16,2938.64,2944.82,2931.29,2937.62,131811750,140766388224.0
2019-07-17,2933.02,2942.07,2924.46,2931.69,149631616,152162963456.0
2019-07-18,2921.74,2921.74,2901.18,2901.18,149888827,149088841728.0
2019-07-19,2909.68,2939.6,2909.68,2924.2,149469553,149071212544.0
2019-07-22,2925.79,2927.16,2879.69,2886.97,180674959,204289433600.0
2019-07-23,2886.9,2901.36,2883.05,2899.94,129310508,148077350912.0
2019-07-24,2907.93,2936.45,2907.79,2923.28,155245763,178858102784.0
2019-07-25,2923.19,2937.36,2916.15,2937.36,145684385,175356383232.0
2019-07-26,2928.06,2948.33,2924.45,2944.54,139343388,158774665216.0
2019-07-29,2943.92,2948.47,2932.98,2941.01,127991846,147439132672.0
2019-07-30,2946.26,2965.63,2946.26,2952.34,148316462,170866348032.0
2019-07-31,2944.4,2944.4,2926.49,2932.51,141052347,164607873024.0
2019-08-01,2920.85,2927.34,2901.75,2908.77,142389814,171115634688.0
2019-08-02,2861.33,2872.47,2851.44,2867.84,184888443,216327401472.0
2019-08-05,2854.58,2863.69,2821.5,2821.5,167419423,196891484160.0
2019-08-06,2776.99,2787.42,2733.92,2777.56,231123727,255209230336.0
2019-08-07,2789.02,2792.69,2768.68,2768.68,157716751,176475729920.0
2019-08-08,2784.18,2799.69,2782.24,2794.55,149539564,178156146688.0
2019-08-09,2805.59,2808.33,2770.48,2774.75,148240292,171140337664.0
2019-08-12,2781.98,2814.99,2776.62,2814.99,131563433,162523258880.0
2019-08-13,2798.05,2802.04,2790.61,2797.26,130916506,153957511168.0
2019-08-14,2824.49,2829.89,2807.72,2808.91,144014641,173944885248.0
2019-08-15,2762.34,2815.9,2756.83,2815.8,152772152,173670539264.0
2019-08-16,2817.57,2840.32,2811.8,2823.82,148582344,186139369472.0
2019-08-19,2835.52,2883.1,2829.85,2883.1,214546668,247092215808.0
2019-08-20,2879.08,2892.08,2875.0,2880.0,189677207,209774346240.0
2019-08-21,2875.47,2885.59,2872.56,2880.33,159019666,183187275776.0
2019-08-22,2887.66,2888.5,2867.55,2883.44,149206216,169662169088.0
2019-08-23,2885.15,2902.46,2878.74,2897.43,159156826,192567132160.0
2019-08-26,2851.02,2870.49,2849.24,2863.57,169895363,191036669952.0
2019-08-27,2879.52,2919.64,2879.41,2902.19,208141793,230999691264.0
2019-08-28,2901.63,2905.44,2887.01,2893.76,183097902,201805049856.0
2019-08-29,2896.0,2898.6,2878.59,2890.92,178613082,196332769280.0
2019-08-30,2907.38,2914.58,2874.1,2886.24,193959951,224751169536.0
2019-09-02,2886.94,2928.48,2883.68,2924.11,202786808,226043695104.0
2019-09-03,2925.94,2930.15,2915.2,2930.15,189001216,225070157824.0
2019-09-04,2927.75,2957.41,2925.88,2957.41,225495908,251212693504.0
2019-09-05,2972.66,3015.84,2972.66,2985.86,305438707,340200665088.0
2019-09-06,2996.62,2999.94,2981.6,2999.6,216826035,258318745600.0
2019-09-09,3023.78,3026.24,3005.69,3024.74,243377751,286236532736.0
2019-09-10,3027.41,3027.41,3005.38,3021.2,240012946,275321753600.0
2019-09-11,3029.93,3030.56,3004.22,3008.81,229837363,263389556736.0
2019-09-12,3016.63,3033.47,3005.19,3031.24,196968701,224576024576.0
2019-09-16,3041.92,3042.93,3020.05,3030.75,221878958,237442265088.0
2019-09-17,3023.71,3023.71,2970.57,2978.12,223338061,237738934272.0
2019-09-18,2984.08,2996.4,2982.4,2985.66,168046700,199953633280.0
2019-09-19,2992.92,2999.28,2975.4,2999.28,162690616,193206550528.0
2019-09-20,3004.81,3011.34,2996.19,3006.45,182145303,218390585344.0
2019-09-23,2998.4,2998.4,2960.83,2977.08,168139451,199130550272.0
2019-09-24,2979.48,3002.9,2973.76,2985.34,163902761,206245806080.0
2019-09-25,2977.67,2977.67,2955.43,2955.43,168543135,203782754304.0
2019-09-26,2964.48,2970.04,2928.26,2929.09,188932541,216277561344.0
2019-09-27,2929.49,2939.08,2920.93,2932.17,132905777,153311002624.0
2019-09-30,2927.92,2936.48,2905.19,2905.19,116646812,142591700992.0
2019-10-08,2905.76,2933.02,2905.76,2913.57,125535813,151980793856.0
2019-10-09,2902.08,2924.86,2891.54,2924.86,130424143,150940229632.0
2019-10-10,2923.71,2949.24,2918.23,2947.71,134239752,157159976960.0
2019-10-11,2954.82,2980.79,2943.01,2973.66,161203745,182747394048.0
2019-10-14,2993.96,3026.38,2989.81,3007.88,208614802,221201756160.0
2019-10-15,3005.66,3005.66,2986.3,2991.05,155376904,169531932672.0
2019-10-16,2992.61,3010.42,2975.92,2978.71,149885496,166791548928.0
2019-10-17,2979.99,2986.72,2969.57,2977.33,122527613,136051253248.0
2019-10-18,2982.34,2987.2,2933.24,2938.14,149990679,162018271232.0
2019-10-21,2933.9,2940.32,2917.69,2939.62,132475108,145685880832.0
2019-10-22,2945.6,2954.64,2934.39,2954.38,117482048,130381742080.0
2019-10-23,2952.97,2957.3,2934.63,2941.62,123812882,139653652480.0
2019-10-24,2944.01,2953.04,2927.06,2940.92,126540291,141667233792.0
2019-10-25,2940.47,2958.24,2920.52,2954.93,136860705,160224092160.0
2019-10-28,2958.69,2980.13,2956.96,2980.05,173731482,198817013760.0
2019-10-29,2979.04,2979.04,2954.18,2954.18,166110057,195288080384.0
2019-10-30,2949.46,2953.3,2934.83,2939.32,158798111,181529501696.0
2019-10-31,2944.84,2946.75,2923.52,2929.06,161571484,181801938944.0
2019-11-01,2924.34,2959.83,2917.15,2958.2,159907374,175630839808.0
2019-11-04,2964.58,2983.06,2964.58,2975.49,167248364,188710096896.0
2019-11-05,2977.7,3008.31,2968.03,2991.56,179891594,203691630592.0
2019-11-06,2992.04,2995.56,2969.72,2978.6,165263547,183985238016.0
2019-11-07,2978.15,2988.96,2969.12,2978.71,136952678,155834875904.0
2019-11-08,2993.98,2998.76,2962.84,2964.18,149742108,173867229184.0
2019-11-11,2949.96,2949.96,2906.77,2909.97,157916106,166285139968.0
2019-11-12,2913.0,2918.3,2891.51,2914.82,129729155,139060727808.0
2019-11-13,2913.02,2913.86,2893.97,2905.24,129765842,146943635456.0
2019-11-14,2907.74,2917.37,2899.62,2909.87,129145449,151576182784.0
2019-11-15,2911.35,2917.83,2891.2,2891.34,135519462,152576393216.0
2019-11-18,2889.55,2911.38,2884.09,2909.2,124433178,144677412864.0
2019-11-19,2904.28,2933.99,2902.86,2933.99,135417605,155770740736.0
2019-11-20,2928.11,2930.49,2907.42,2911.05,137357530,158543196160.0
2019-11-21,2902.55,2910.36,2891.53,2903.64,123458606,139851206656.0
2019-11-22,2906.24,2925.02,2873.99,2885.29,158623365,180593827840.0
2019-11-25,2885.61,2906.61,2880.65,2906.17,178587428,174234583040.0
2019-11-26,2912.52,2915.04,2897.93,2907.06,170004664,165496766464.0
2019-11-27,2905.4,2914.49,2893.42,2903.19,133862205,137449697280.0
2019-11-28,2902.36,2909.84,2883.43,2889.69,119522468,122616545280.0
2019-11-29,2885.97,2892.39,2858.58,2871.98,122612969,140371316736.0
2019-12-02,2874.45,2888.89,2870.24,2875.81,128755807,139351760896.0
2019-12-03,2869.88,2884.86,2857.32,2884.7,123778742,135278612480.0
2019-12-04,2876.91,2882.5,2869.42,2878.12,125543652,135879221248.0
2019-12-05,2886.52,2902.0,2885.08,2899.47,143163095,159736594432.0
2019-12-06,2902.28,2912.01,2894.75,2912.01,134128878,149507334144.0
2019-12-09,2914.46,2919.59,2905.25,2914.48,160796526,174546477056.0
2019-12-10,2908.94,2919.2,2902.79,2917.32,170123999,180617289728.0
2019-12-11,2922.6,2928.26,2915.0,2924.42,165541087,175716089856.0
2019-12-12,2926.34,2926.34,2913.48,2915.7,151760804,166044164096.0
2019-12-13,2937.78,2969.98,2935.85,2967.68,211978586,234036543488.0
2019-12-16,2970.97,2984.64,2958.71,2984.39,211862118,237666762752.0
2019-12-17,2985.26,3039.38,2982.5,3022.42,293032253,302090899456.0
2019-12-18,3021.47,3033.23,3011.72,3017.04,244089692,259173629952.0
2019-12-19,3017.15,3021.42,3007.99,3017.07,208624264,220688293888.0
2019-12-20,3019.64,3027.48,3002.26,3004.94,215075756,223305035776.0
2019-12-23,2999.04,3009.34,2960.44,2962.75,205716618,218484273152.0
2019-12-24,2965.83,2983.82,2960.68,2982.68,163030249,167366668288.0
2019-12-25,2980.43,2988.29,2970.66,2981.88,175654029,189608562688.0
2019-12-26,2981.25,3007.35,2980.4,3007.35,182440425,195586080768.0
2019-12-27,3006.85,3036.11,3003.63,3005.04,247102779,258118737920.0
2019-12-30,2998.17,3041.4,2983.34,3040.02,248066529,267382992896.0
2019-12-31,3036.39,3051.68,3030.51,3050.12,217429023,226763993088.0
2020-01-02,3066.34,3098.1,3066.34,3085.2,292470208,327197122560.0
2020-01-03,3089.02,3093.82,3074.52,3083.79,261496668,289991708672.0
2020-01-06,3070.91,3107.2,3065.31,3083.41,312575841,331182551040.0
2020-01-07,3085.49,3105.45,3084.33,3104.8,276583112,288159227904.0
2020-01-08,3094.24,3094.24,3059.13,3066.89,297872553,306517393408.0
2020-01-09,3082.64,3097.33,3080.13,3094.88,243435648,271716020224.0
2020-01-10,3102.29,3105.22,3081.4,3092.29,210442463,241555668992.0
2020-01-13,3091.49,3115.57,3075.38,3115.57,210621005,258524057600.0
2020-01-14,3120.67,3127.17,3105.6,3106.82,229973770,271542439936.0
2020-01-15,3103.17,3107.94,3082.04,3090.04,202313024,232913444864.0
2020-01-16,3095.73,3096.37,3070.88,3074.08,203375475,236843360256.0
2020-01-17,3081.46,3091.95,3067.25,3075.5,190304300,242273046528.0
2020-01-20,3082.11,3096.31,3070.48,3095.79,210493340,271122456576.0
2020-01-21,3085.79,3085.79,3051.23,3052.14,234830738,286268096512.0
2020-01-22,3038.49,3069.25,3006.27,3060.75,223852864,278456922112.0
2020-01-23,3037.95,3045.04,2955.35,2976.53,272763233,327490359296.0
2020-02-03,2716.7,2766.58,2716.7,2746.61,215912102,257019596800.0
2020-02-04,2685.27,2786.16,2685.27,2783.29,364046200,374068465664.0
2020-02-05,2792.37,2842.74,2778.86,2818.09,309761823,349184114688.0
2020-02-06,2826.89,2876.59,2807.61,2866.51,316392143,358582591488.0
2020-02-07,2858.93,2875.96,2838.77,2875.96,309479642,362384162816.0
2020-02-10,2860.5,2891.85,2851.05,2890.49,294929784,341520400384.0
2020-02-11,2894.54,2913.82,2882.24,2901.67,269168335,302956847104.0
2020-02-12,2895.56,2926.9,2892.42,2926.9,248733430,297534418944.0
2020-02-13,2927.14,2935.41,2901.24,2906.07,274804844,334526328832.0
2020-02-14,2899.87,2926.94,2899.57,2917.01,250650627,308080369664.0
2020-02-17,2924.99,2983.64,2924.99,2983.62,313198008,367014338560.0
2020-02-18,2981.41,2990.6,2960.78,2984.97,311665912,374998560768.0
2020-02-19,2979.52,2998.27,2971.82,2975.4,315141151,381331161088.0
2020-02-20,2981.88,3031.37,2968.45,3030.15,345732882,413761363968.0
2020-02-21,3022.25,3058.9,3020.14,3039.67,364557276,445062078464.0
2020-02-24,3027.89,3042.18,3007.36,3031.23,370430044,451601362944.0
2020-02-25,2982.07,3016.95,2943.72,3013.05,441622761,513128644608.0
2020-02-26,2978.42,3028.78,2974.94,2987.93,469049551,495341449216.0
2020-02-27,2992.49,3009.46,2980.48,2991.33,350523658,395955642368.0
2020-02-28,2924.64,2948.13,2878.54,2880.3,401216914,432657776640.0
2020-03-02,2899.31,2982.51,2899.31,2970.93,367333368,397244203008.0
2020-03-03,3006.89,3026.84,2976.62,2992.9,410108047,447053680640.0
2020-03-04,2981.81,3012.0,2974.36,3011.67,353338278,389893918720.0
2020-03-05,3036.15,3074.26,3022.93,3071.68,445425807,482770472960.0
2020-03-06,3039.94,3052.44,3029.46,3034.51,362061532,377388544000.0
2020-03-09,2987.18,2989.21,2940.71,2943.29,414560737,438143856640.0
2020-03-10,2918.93,3000.3,2904.8,2996.76,393296648,425017184256.0
2020-03-11,3001.76,3010.03,2968.52,2968.52,352470971,378766618624.0
2020-03-12,2936.02,2944.47,2906.28,2923.49,307778458,328209203200.0
2020-03-13,2804.23,2910.88,2799.98,2887.43,366450437,393019666432.0
2020-03-16,2897.3,2898.03,2784.66,2789.25,351878666,375627001856.0
2020-03-17,2796.28,2826.91,2715.22,2779.64,306149678,323012820992.0
2020-03-18,2792.32,2815.87,2728.76,2728.76,291159852,318611390464.0
2020-03-19,2719.41,2736.82,2646.8,2702.13,302302748,330518007808.0
2020-03-20,2727.02,2751.9,2702.49,2745.62,252019507,281583370240.0
2020-03-23,2677.59,2703.33,2656.5,2660.17,249820250,268423241728.0
2020-03-24,2703.02,2723.41,2667.13,2722.44,257021929,278999306240.0
2020-03-25,2775.3,2788.64,2757.8,2781.59,273144466,293191204864.0
2020-03-26,2761.9,2788.5,2753.43,2764.91,234084022,248279785472.0
2020-03-27,2792.98,2805.55,2771.76,2772.2,240764065,253630726144.0
2020-03-30,2739.72,2759.1,2723.05,2747.21,239706604,250687143936.0
2020-03-31,2767.31,2771.17,2743.12,2750.3,218598674,224271060992.0
2020-04-01,2743.54,2773.36,2731.08,2734.52,217253427,225624645632.0
2020-04-02,2720.23,2780.64,2719.9,2780.64,217864599,233111576576.0
2020-04-03,2773.58,2780.59,2754.07,2763.99,200837404,214062211072.0
2020-04-07,2806.97,2823.28,2801.84,2820.76,270198185,286627794944.0
2020-04-08,2805.92,2823.21,2800.3,2815.37,243515305,253159669760.0
2020-04-09,2825.84,2832.4,2820.43,2825.9,238184842,247392989184.0
2020-04-10,2827.19,2833.01,2789.98,2796.63,233454769,246376308736.0
2020-04-13,2784.6,2792.89,2774.08,2783.05,177124554,184120283136.0
2020-04-14,2794.8,2827.3,2789.43,2827.28,202696568,223605698560.0
2020-04-15,2826.66,2829.75,2808.7,2811.17,205621146,231631630336.0
2020-04-16,2798.43,2823.34,2796.84,2819.94,203003773,222432600064.0
2020-04-17,2835.56,2854.96,2830.02,2838.49,245736750,280025227264.0
2020-04-20,2840.41,2852.99,2833.26,2852.55,211847078,233759313920.0
2020-04-21,2842.24,2842.24,2808.02,2827.01,233235871,248688586752.0
2020-04-22,2814.07,2843.98,2808.48,2843.98,217320000,232796778496.0
2020-04-23,2850.51,2853.64,2835.9,2838.5,248779036,262662041600.0
2020-04-24,2834.94,2834.94,2802.5,2808.53,235185075,244122292224.0
2020-04-27,2812.24,2832.67,2802.96,2815.49,210130980,225293705216.0
2020-04-28,2819.99,2821.75,2758.25,2810.02,253872745,270534754304.0
2020-04-29,2801.38,2831.76,2800.74,2822.44,202061806,222720221184.0
2020-04-30,2832.38,2865.59,2832.38,2860.08,242455278,277440933888.0
2020-05-06,2831.63,2879.26,2830.65,2878.14,249826616,303890030592.0
2020-05-07,2876.47,2882.02,2864.58,2871.52,226736957,268607483904.0
2020-05-08,2882.71,2903.8,2879.2,2895.34,226822075,276562718720.0
2020-05-11,2901.57,2914.28,2884.38,2894.8,225120410,271930642432.0
2020-05-12,2894.62,2897.9,2871.23,2891.56,197082985,238476218368.0
2020-05-13,2882.96,2900.26,2875.54,2898.05,185061309,223866908672.0
2020-05-14,2887.06,2887.06,2869.18,2870.34,197776202,237336973312.0
2020-05-15,2880.71,2884.22,2863.37,2868.46,188983593,246878191616.0
2020-05-18,2872.52,2889.98,2862.27,2875.42,226022881,289089597440.0
2020-05-19,2897.69,2900.22,2887.58,2898.58,197222405,256277803008.0
2020-05-20,2896.47,2896.47,2876.18,2883.74,210519985,269176553472.0
2020-05-21,2890.72,2891.52,2864.21,2867.92,203532037,250569936896.0
2020-05-22,2863.05,2863.05,2808.02,2813.77,209063713,245229604864.0
2020-05-25,2816.24,2821.5,2802.47,2817.97,172885558,202115354624.0
2020-05-26,2827.9,2848.34,2825.9,2846.55,174562368,207427833856.0
2020-05-27,2847.32,2849.0,2831.93,2836.8,198149343,227934396416.0
2020-05-28,2838.21,2861.92,2820.15,2846.22,207546020,239234260992.0
2020-05-29,2835.58,2855.38,2829.63,2852.35,206792804,233798995968.0
2020-06-01,2871.96,2917.15,2871.96,2915.43,260196050,307416215552.0
2020-06-02,2916.32,2926.36,2909.13,2921.4,256108050,294402744320.0
2020-06-03,2930.39,2942.76,2922.66,2923.37,255663980,300447817728.0
2020-06-04,2931.84,2932.97,2910.75,2919.25,226605873,254345986048.0
2020-06-05,2923.19,2930.8,2909.12,2930.8,217360673,253141143552.0
2020-06-08,2941.98,2950.07,2934.21,2937.77,231124360,274611814400.0
2020-06-09,2939.54,2957.12,2932.94,2956.11,209048586,251414695936.0
2020-06-10,2951.28,2951.33,2934.84,2943.75,207925970,243968495616.0
2020-06-11,2939.79,2952.65,2912.19,2920.9,233722947,289023254528.0
2020-06-12,2876.8,2930.26,2872.62,2919.74,236008643,274321727488.0
2020-06-15,2908.28,2922.54,2890.03,2890.03,243205046,293361557504.0
2020-06-16,2912.83,2931.78,2909.13,2931.75,223313065,270948556800.0
2020-06-17,2932.67,2936.62,2919.04,2935.87,234654392,278007111680.0
2020-06-18,2929.88,2942.9,2920.11,2939.32,258691377,289367728128.0
2020-06-19,2938.79,2973.32,2935.82,2967.63,264313961,319089106944.0
2020-06-22,2966.9,2983.44,2959.04,2965.27,267883835,346028748800.0
2020-06-23,2960.89,2972.4,2949.85,2970.62,225212209,305378770944.0
2020-06-24,2972.98,2982.94,2971.22,2979.55,213200732,297008783360.0
2020-06-29,2973.08,2977.91,2951.77,2961.52,220622730,293886017536.0
2020-06-30,2965.11,2990.83,2965.11,2984.67,214957215,297312329728.0
2020-07-01,2991.18,3026.19,2984.98,3025.98,273313139,369883803648.0
2020-07-02,3023.72,3092.44,3021.67,3090.57,391127995,478216482816.0
2020-07-03,3104.0,3152.81,3104.0,3152.81,458793851,535489335296.0
2020-07-06,3187.84,3337.27,3187.84,3332.88,643878907,724153675776.0
2020-07-07,3380.95,3407.08,3336.24,3345.34,657840159,793638371328.0
2020-07-08,3337.55,3421.53,3327.71,3403.44,587081684,696807632896.0
2020-07-09,3403.48,3456.97,3393.64,3450.59,620001823,751406829568.0
2020-07-10,3418.93,3433.11,3372.51,3383.32,556120010,703197548544.0
2020-07-13,3379.39,3458.79,3369.04,3443.29,558006876,717397053440.0
2020-07-14,3435.02,3451.22,3366.08,3414.62,543211492,707327004672.0
2020-07-15,3422.08,3432.45,3345.75,3361.3,492030543,674727411712.0
2020-07-16,3356.36,3373.53,3209.73,3210.1,490613123,679468339200.0
2020-07-17,3214.4,3252.78,3181.27,3214.13,359652413,486536118272.0
2020-07-20,3243.91,3314.15,3220.68,3314.15,418555305,544045658112.0
2020-07-21,3330.55,3336.68,3300.57,3320.89,359252029,488862179328.0
2020-07-22,3315.18,3381.98,3311.79,3333.16,393335334,540577042432.0
2020-07-23,3306.15,3336.3,3257.83,3325.11,407042499,546887090176.0
2020-07-24,3310.64,3319.13,3184.96,3196.77,427054026,584311865344.0
2020-07-27,3210.39,3221.98,3174.66,3205.23,299319022,402231918592.0
2020-07-28,3226.13,3245.3,3208.49,3227.96,289377861,389873696768.0
2020-07-29,3221.99,3294.55,3209.99,3294.55,324924063,453094400000.0
2020-07-30,3299.57,3312.45,3282.16,3286.82,340704120,476974006272.0
2020-07-31,3280.8,3333.79,3261.61,3310.01,353758979,495778041856.0
2020-08-03,3332.18,3368.1,3327.68,3367.97,407460867,572430761984.0
2020-08-04,3376.44,3391.07,3352.5,3371.69,442328550,604942143488.0
2020-08-05,3363.33,3383.64,3333.88,3377.56,385823027,526515056640.0
2020-08-06,3380.76,3392.7,3334.33,3386.46,415302510,570488246272.0
2020-08-07,3370.59,3374.13,3307.71,3354.04,403929633,561435648000.0
2020-08-10,3341.53,3399.93,3335.04,3379.25,381379630,527083945984.0
2020-08-11,3379.49,3409.06,3336.09,3340.29,400452705,514020765696.0
2020-08-12,3327.49,3335.73,3263.27,3319.27,378328960,480731246592.0
2020-08-13,3328.18,3338.15,3309.46,3320.73,324291279,387162288128.0
2020-08-14,3315.67,3362.03,3302.74,3360.1,305998377,367467421696.0
2020-08-17,3373.9,3450.9,3369.37,3438.8,434598259,537425076224.0
2020-08-18,3441.93,3456.72,3432.64,3451.09,380729275,493052153856.0
2020-08-19,3444.56,3454.46,3406.16,3408.13,405722214,498262159360.0
2020-08-20,3385.96,3394.56,3352.78,3363.9,335600983,401815552000.0
2020-08-21,3380.23,3393.92,3358.0,3380.68,287488340,361281753088.0
2020-08-24,3391.11,3396.57,3368.03,3385.64,266227840,345683378176.0
2020-08-25,3392.88,3408.87,3364.16,3373.58,277113421,355997790208.0
2020-08-26,3371.81,3382.6,3320.14,3329.74,294451036,381928906752.0
2020-08-27,3333.49,3351.83,3312.99,3350.11,237099354,317153390592.0
2020-08-28,3346.29,3405.88,3339.65,3403.81,271325550,379367047168.0
2020-08-31,3416.55,3442.74,3395.47,3395.68,323473889,436930125824.0
2020-09-01,3389.74,3410.61,3381.71,3410.61,246999250,326850957312.0
2020-09-02,3420.47,3421.4,3377.21,3404.8,261546319,345638981632.0
2020-09-03,3404.03,3425.63,3374.26,3384.98,255346278,350706565120.0
2020-09-04,3336.41,3360.11,3328.55,3355.37,221636549,308179656704.0
2020-09-07,3349.92,3368.24,3285.63,3292.59,260616568,357726466048.0
2020-09-08,3301.22,3324.39,3276.44,3316.42,271066278,320229900288.0
2020-09-09,3281.0,3289.61,3238.56,3254.63,351509747,341054533632.0
2020-09-10,3282.23,3285.47,3227.64,3234.82,312472804,309676744704.0
2020-09-11,3225.78,3262.5,3220.54,3260.35,221698831,254844993536.0
2020-09-14,3275.92,3283.53,3261.15,3278.81,213924137,269219917824.0
2020-09-15,3277.13,3297.69,3263.75,3295.68,197684401,251763867648.0
2020-09-16,3293.17,3302.46,3271.08,3283.92,200443364,242270892032.0
2020-09-17,3277.32,3290.41,3248.5,3270.44,202931973,279311052800.0
2020-09-18,3270.91,3338.32,3268.53,3338.09,256260787,337025892352.0
2020-09-21,3348.9,3350.59,3313.07,3316.94,216503094,287691309056.0
2020-09-22,3290.67,3320.23,3265.7,3274.3,214015066,269113294848.0
2020-09-23,3278.84,3289.76,3264.89,3279.71,169178068,240742428672.0
2020-09-24,3262.88,3265.35,3221.24,3223.18,206736010,258259918848.0
2020-09-25,3234.37,3239.47,3208.03,3219.42,164822418,220674478080.0
2020-09-28,3224.98,3238.18,3210.89,3217.53,155982784,209672388608.0
2020-09-29,3231.86,3242.79,3219.79,3224.36,151349870,207307812864.0
2020-09-30,3232.71,3244.91,3202.34,3218.05,153504458,205762859008.0
2020-10-09,3262.61,3280.51,3260.19,3272.08,188325647,264171044864.0
2020-10-12,3287.33,3359.15,3286.11,3358.47,259622408,355700113408.0
2020-10-13,3353.12,3361.83,3334.5,3359.75,204926103,288505839616.0
2020-10-14,3353.62,3353.62,3332.96,3340.78,198659382,281159983104.0
2020-10-15,3342.92,3354.58,3330.0,3332.18,191031283,263848673280.0
2020-10-16,3334.46,3348.95,3319.11,3336.36,194295421,253448028160.0
2020-10-19,3351.1,3371.09,3307.84,3312.67,212303539,283882790912.0
2020-10-20,3307.15,3328.1,3293.77,3328.1,165084762,227823366144.0
2020-10-21,3332.15,3332.15,3304.17,3325.02,177632115,246848139264.0
2020-10-22,3315.82,3320.88,3281.37,3312.5,165949988,236428247040.0
2020-10-23,3308.16,3326.05,3276.62,3278.0,174208983,249912885248.0
2020-10-26,3258.7,3264.45,3226.6,3251.12,167731794,235462467584.0
2020-10-27,3240.74,3258.34,3235.54,3254.32,149115566,217487421440.0
2020-10-28,3256.22,3275.87,3238.38,3269.24,173181965,256213458944.0
2020-10-29,3235.76,3289.77,3231.12,3272.73,184703588,278605664256.0
2020-10-30,3278.63,3279.86,3219.42,3224.53,230188803,328917241856.0
2020-11-02,3228.72,3242.8,3209.91,3225.12,226779136,325321867264.0
2020-11-03,3239.81,3278.38,3237.85,3271.07,215297864,303730147328.0
2020-11-04,3273.43,3286.62,3254.11,3277.44,188514127,270723846144.0
2020-11-05,3305.58,3320.41,3291.6,3320.13,226801462,316292710400.0
2020-11-06,3326.46,3326.46,3292.15,3312.16,234864133,325485056000.0
2020-11-09,3329.43,3380.82,3329.43,3373.73,310219771,429948923904.0
2020-11-10,3387.62,3387.62,3346.17,3360.15,278701112,390008393728.0
2020-11-11,3354.02,3365.84,3339.04,3342.2,271204654,355802066944.0
2020-11-12,3344.46,3350.28,3329.49,3338.68,216501309,286927437824.0
2020-11-13,3327.23,3327.23,3291.64,3310.1,227898363,301527965696.0
2020-11-16,3325.62,3346.97,3313.65,3346.97,279593761,333750599680.0
2020-11-17,3347.15,3347.7,3323.95,3339.9,283632479,353623371776.0
2020-11-18,3337.33,3358.89,3333.99,3347.3,287531259,358745366528.0
2020-11-19,3339.09,3367.33,3330.45,3363.09,253262991,319520194560.0
2020-11-20,3359.6,3380.15,3356.31,3377.73,261271219,312659787776.0
2020-11-23,3384.1,3431.65,3377.99,3414.49,373872046,431504375808.0
2020-11-24,3407.41,3413.93,3396.24,3402.82,300994145,359505805312.0
2020-11-25,3417.52,3423.49,3362.33,3362.33,322110208,383477784576.0
2020-11-26,3360.06,3371.45,3344.28,3369.73,255886822,317308633088.0
2020-11-27,3373.84,3408.31,3364.49,3408.31,280649894,326069547008.0
2020-11-30,3418.16,3456.74,3391.76,3391.76,384989967,454500573184.0
2020-12-01,3388.99,3457.64,3386.91,3451.94,316188979,385250750464.0
2020-12-02,3453.52,3465.73,3435.87,3449.38,312811113,383340847104.0
2020-12-03,3448.54,3452.16,3428.8,3442.14,298459930,352422285312.0
2020-12-04,3436.73,3448.4,3417.05,3444.58,256276705,329393209344.0
2020-12-07,3446.65,3449.58,3414.31,3416.6,254522509,336836800512.0
2020-12-08,3417.69,3428.66,3403.03,3410.18,226907328,304635035648.0
2020-12-09,3416.08,3422.54,3371.92,3371.96,260747425,339317805056.0
2020-12-10,3365.73,3384.89,3357.75,3373.28,247308303,321616355328.0
2020-12-11,3381.01,3383.18,3325.17,3347.19,298617157,379848802304.0
2020-12-14,3349.53,3371.13,3338.63,3369.12,239807926,316229132288.0
2020-12-15,3366.58,3373.56,3348.42,3367.23,225667402,315289743360.0
2020-12-16,3371.26,3378.66,3359.17,3366.98,220813975,308823384064.0
2020-12-17,3367.28,3406.15,3354.01,3404.87,275463631,364740476928.0
2020-12-18,3400.49,3413.81,3382.75,3394.9,280992640,354027376640.0
2020-12-21,3394.39,3423.61,3381.12,3420.57,283759795,383898951680.0
2020-12-22,3410.97,3415.75,3353.86,3356.78,323037655,432199557120.0
2020-12-23,3362.47,3394.21,3360.2,3382.32,299523528,413254778880.0
2020-12-24,3382.19,3394.07,3354.02,3363.11,275044449,363321143296.0
2020-12-25,3351.79,3397.01,3348.35,3396.56,294546895,359094444032.0
2020-12-28,3396.36,3412.52,3383.65,3397.29,316181542,398159970304.0
2020-12-29,3399.29,3407.09,3376.09,3379.04,311769185,382102564864.0
2020-12-30,3375.01,3414.45,3374.42,3414.45,291023544,377542352896.0
2020-12-31,3419.73,3474.92,3419.73,3473.07,335673925,450482319360.0
2021-01-04,3474.68,3511.66,3457.21,3502.96,380790799,523367702528.0
2021-01-05,3492.19,3528.68,3484.72,3528.68,407995935,568019464192.0
2021-01-06,3530.91,3556.8,3513.13,3550.88,370230927,521799528448.0
2021-01-07,3552.91,3576.2,3526.62,3576.2,405348227,545709629440.0
2021-01-08,3577.69,3588.06,3544.89,3570.11,345557896,502170816512.0
