date,open,high,low,close,volume,amount
2018-06-07,3121.18,3128.72,3105.58,3109.5,127784970,167174303744.0
2018-06-08,3100.6,3100.68,3053.29,3067.15,134688220,161178783744.0
2018-06-11,3057.34,3063.61,3037.91,3052.78,108563786,143037325312.0
2018-06-12,3053.03,3081.45,3034.1,3079.8,113275095,154469093376.0
2018-06-13,3071.46,3071.46,3044.12,3049.8,119607887,155935264768.0
2018-06-14,3038.07,3066.05,3032.41,3044.16,115469486,147588825088.0
2018-06-15,3037.45,3048.8,3008.73,3021.9,144532572,162196017152.0
2018-06-19,2982.65,2984.97,2871.35,2907.82,230550067,241203642368.0
2018-06-20,2889.98,2925.56,2872.16,2915.73,144301420,153334280192.0
2018-06-21,2912.0,2940.59,2872.62,2875.81,154378332,159713161216.0
2018-06-22,2855.58,2891.97,2837.14,2889.76,126143130,127161475072.0
2018-06-25,2903.45,2908.62,2857.87,2859.34,121917688,132350472192.0
2018-06-26,2829.99,2850.24,2803.78,2844.51,125918469,138447245312.0
2018-06-27,2842.4,2854.26,2798.8,2813.18,129420833,142413496320.0
2018-06-28,2799.9,2825.99,2782.45,2786.9,118357906,129687433216.0
2018-06-29,2789.81,2848.37,2782.38,2847.42,125671685,135652376576.0
2018-07-02,2841.58,2845.68,2756.81,2775.56,137035034,147562758144.0
2018-07-03,2774.57,2786.89,2722.45,2786.89,142498465,161668030464.0
2018-07-04,2776.63,2793.18,2754.16,2759.13,123262180,131016163328.0
2018-07-05,2755.34,2777.52,2727.94,2733.88,129226112,132993667072.0
2018-07-06,2731.35,2768.87,2691.02,2747.23,136294380,148193038336.0
2018-07-09,2752.45,2815.79,2752.45,2815.11,121549309,135654526976.0
2018-07-10,2819.71,2828.49,2800.62,2827.62,117062748,132633112576.0
2018-07-11,2780.7,2794.36,2752.44,2777.77,126821148,138318176256.0
2018-07-12,2771.04,2844.19,2771.04,2837.66,146980201,170319085568.0
2018-07-13,2831.43,2835.46,2818.85,2831.18,117689349,146300878848.0
2018-07-16,2827.08,2837.51,2804.49,2814.04,107767150,129411190784.0
2018-07-17,2806.89,2806.92,2774.76,2798.12,105409221,124035198976.0
2018-07-18,2801.78,2818.4,2786.04,2787.26,120961165,138557149184.0
2018-07-19,2791.01,2805.01,2764.49,2772.54,114486492,129374568448.0
2018-07-20,2769.75,2837.86,2753.84,2829.27,145907689,155661123584.0
2018-07-23,2815.2,2863.57,2809.62,2859.54,173382797,186996846592.0
2018-07-24,2862.27,2911.46,2862.27,2905.56,229578307,228701876224.0
2018-07-25,2911.45,2912.31,2894.04,2903.65,167800207,166412079104.0
2018-07-26,2905.79,2915.3,2875.7,2882.23,168428201,157496680448.0
2018-07-27,2879.69,2889.69,2864.11,2873.59,146371610,132419371008.0
2018-07-30,2871.94,2896.01,2850.3,2869.05,151652250,145988587520.0
2018-07-31,2866.9,2884.68,2854.32,2876.4,118931118,119528767488.0
2018-08-01,2882.51,2897.4,2823.93,2824.53,149514348,151692873728.0
2018-08-02,2815.34,2815.34,2726.48,2768.02,174179003,169769316352.0
2018-08-03,2763.4,2777.66,2740.43,2740.44,127006364,129134686208.0
2018-08-06,2736.52,2760.47,2692.32,2705.16,129753057,132993798144.0
2018-08-07,2711.74,2779.37,2696.04,2779.37,149579743,147259486208.0
2018-08-08,2771.13,2779.91,2741.07,2744.07,147688714,139969761280.0
2018-08-09,2729.58,2801.66,2726.22,2794.38,151660334,151079878656.0
2018-08-10,2791.4,2806.11,2777.51,2795.31,121532232,123112595456.0
2018-08-13,2769.02,2789.8,2742.56,2785.87,127532242,129460539392.0
2018-08-14,2780.74,2789.44,2766.57,2780.96,109571077,112465395712.0
2018-08-15,2777.25,2777.7,2721.24,2723.26,116161787,118707675136.0
2018-08-16,2691.43,2732.95,2672.74,2705.19,120277878,117580996608.0
2018-08-17,2723.89,2730.33,2665.59,2668.97,112445294,115499397120.0
2018-08-20,2673.07,2698.47,2653.11,2698.47,110784164,114047614976.0
2018-08-21,2700.34,2739.17,2696.29,2733.83,113586839,122260217856.0
2018-08-22,2731.96,2731.96,2709.06,2714.61,93664640,98463969280.0
2018-08-23,2714.87,2736.01,2700.8,2724.62,98446469,107826016256.0
2018-08-24,2717.08,2748.82,2705.32,2729.43,100516270,102665801728.0
2018-08-27,2736.32,2780.9,2736.32,2780.9,132762578,141429678080.0
2018-08-28,2782.29,2791.39,2769.4,2777.98,118749368,125118578688.0
2018-08-29,2774.86,2778.54,2762.35,2769.29,100156928,101220663296.0
2018-08-30,2769.33,2780.53,2736.35,2737.74,106060943,106400403456.0
2018-08-31,2730.11,2744.63,2710.54,2725.25,109758743,114813353984.0
2018-09-03,2716.4,2722.85,2692.36,2720.73,102213010,104817688576.0
2018-09-04,2720.65,2756.61,2712.38,2750.58,109010307,113708888064.0
2018-09-05,2741.38,2745.47,2704.34,2704.34,105002268,107269447680.0
2018-09-06,2697.58,2719.41,2683.74,2691.59,99017833,106266079232.0
2018-09-07,2696.68,2728.55,2683.72,2702.3,107523292,113840070656.0
2018-09-10,2698.01,2703.43,2667.32,2669.48,103559171,102860718080.0
2018-09-11,2668.49,2680.57,2652.7,2664.8,99865946,96884580352.0
2018-09-12,2659.74,2672.07,2647.17,2656.11,90026757,93448204288.0
2018-09-13,2679.21,2689.06,2653.19,2686.58,107335014,112464142336.0
2018-09-14,2688.78,2694.92,2675.29,2681.64,100005007,104992358400.0
2018-09-17,2671.29,2671.29,2647.92,2651.79,88238889,86962597888.0
2018-09-18,2644.3,2700.19,2644.3,2699.95,115767992,113031888896.0
2018-09-19,2694.8,2746.08,2690.99,2730.85,141550318,140107010048.0
2018-09-20,2732.17,2743.96,2724.08,2729.24,111387464,104875868160.0
2018-09-21,2733.87,2797.49,2722.03,2797.48,158016643,148976357376.0
2018-09-25,2775.07,2790.03,2771.16,2781.14,111983178,108528046080.0
2018-09-26,2785.32,2827.34,2783.34,2806.81,139567706,145058770944.0
2018-09-27,2805.79,2810.51,2786.32,2791.77,123997696,123447709696.0
2018-09-28,2794.26,2821.75,2791.84,2821.35,134290455,125369991168.0
2018-10-08,2768.21,2771.94,2710.18,2716.51,149501389,141531553792.0
2018-10-09,2713.73,2734.31,2711.2,2721.01,116771899,110292459520.0
2018-10-10,2723.72,2743.55,2703.06,2725.84,113485737,111312453632.0
2018-10-11,2643.07,2661.28,2560.32,2583.46,197150702,170057760768.0
2018-10-12,2574.04,2615.92,2536.67,2606.91,170081636,142803210240.0
2018-10-15,2605.91,2611.97,2564.74,2568.1,118576197,105214738432.0
2018-10-16,2567.76,2597.72,2536.44,2546.33,119419144,106792247296.0
2018-10-17,2574.31,2582.55,2517.57,2561.61,129953997,117388357632.0
2018-10-18,2544.91,2544.91,2485.62,2486.42,125428513,106576760832.0
2018-10-19,2460.08,2553.39,2449.2,2550.47,147323558,130095923200.0
2018-10-22,2565.64,2675.41,2565.64,2654.88,211888448,197309812736.0
2018-10-23,2652.65,2659.81,2583.26,2594.82,178343544,166919413760.0
2018-10-24,2579.97,2640.4,2577.77,2603.29,160060408,142082166784.0
2018-10-25,2540.93,2606.1,2531.53,2603.8,162032978,137630179328.0
2018-10-26,2610.9,2626.12,2580.84,2598.85,158936120,133415493632.0
2018-10-29,2593.59,2595.54,2529.19,2542.1,134241923,122500038656.0
2018-10-30,2538.57,2586.92,2521.78,2568.05,166682309,152385933312.0
2018-10-31,2573.01,2612.92,2567.03,2602.78,180550349,154894737408.0
2018-11-01,2617.03,2636.8,2603.65,2606.24,200903931,180253806592.0
2018-11-02,2649.25,2676.48,2628.87,2676.48,225026921,207861567488.0
2018-11-05,2665.43,2673.19,2639.27,2665.43,193760100,168588914688.0
2018-11-06,2660.72,2660.86,2635.32,2659.36,163669478,138800934912.0
2018-11-07,2659.84,2675.68,2639.25,2641.34,173201987,147261808640.0
2018-11-08,2660.09,2662.37,2632.3,2635.63,159635487,128668815360.0
2018-11-09,2621.24,2621.24,2598.16,2598.87,152446308,121260494848.0
2018-11-12,2593.2,2631.17,2590.21,2630.52,175031309,142351429632.0
2018-11-13,2600.5,2666.49,2597.35,2654.88,249282447,189607223296.0
2018-11-14,2648.31,2658.31,2627.96,2632.24,238449352,176970432512.0
2018-11-15,2632.14,2668.17,2631.89,2668.17,207848722,171882491904.0
2018-11-16,2669.78,2695.57,2657.03,2679.11,242198848,204983603200.0
2018-11-19,2681.9,2703.51,2674.18,2703.51,231662828,196562706432.0
2018-11-20,2684.29,2690.83,2643.36,2645.85,215891310,180870410240.0
2018-11-21,2619.82,2653.8,2617.77,2651.5,182596447,149375782912.0
2018-11-22,2655.9,2658.0,2634.48,2645.43,149309064,125570174976.0
2018-11-23,2640.67,2642.03,2577.35,2579.48,191474550,149975642112.0
2018-11-26,2580.84,2595.0,2568.03,2575.81,134314540,108158091264.0
2018-11-27,2585.83,2592.53,2566.17,2574.68,123658437,102226563072.0
2018-11-28,2575.45,2601.96,2561.56,2601.74,145963474,119578492928.0
2018-11-29,2613.78,2617.55,2567.44,2567.44,157168737,129472446464.0
2018-11-30,2564.56,2590.21,2555.32,2588.19,139329021,112219828224.0
2018-12-03,2647.13,2665.3,2629.18,2654.8,207478956,187831787520.0
2018-12-04,2651.56,2666.08,2644.9,2665.96,167940559,144143400960.0
2018-12-05,2629.83,2660.39,2625.91,2649.8,154502057,133730209792.0
2018-12-06,2629.82,2633.68,2603.13,2605.18,141661650,129092980736.0
2018-12-07,2609.34,2614.58,2599.28,2605.89,109074993,97727664128.0
2018-12-10,2589.19,2599.76,2576.24,2584.58,113199670,99148144640.0
2018-12-11,2587.01,2596.15,2583.2,2594.09,101304364,85404123136.0
2018-12-12,2608.11,2610.01,2595.07,2602.15,103518300,88998195200.0
2018-12-13,2607.14,2645.84,2599.46,2634.05,150738115,132396105728.0
2018-12-14,2627.28,2629.16,2593.74,2593.74,145942487,123724984320.0
2018-12-17,2587.26,2598.97,2573.87,2597.97,117363251,102960848896.0
2018-12-18,2583.63,2599.15,2563.57,2576.65,117033370,99306536960.0
2018-12-19,2578.68,2579.87,2547.08,2549.56,107661796,93713174528.0
2018-12-20,2544.5,2554.86,2516.02,2536.27,120566497,103504982016.0
2018-12-21,2526.55,2527.42,2498.69,2516.25,115671201,101360623616.0
2018-12-24,2506.74,2529.44,2500.44,2527.01,97339853,85760933888.0
2018-12-25,2503.95,2513.96,2462.84,2504.82,140670561,114766008320.0
2018-12-26,2501.12,2513.83,2492.07,2498.29,108799629,93989531648.0
2018-12-27,2527.72,2532.0,2483.09,2483.09,135406843,112479760384.0
2018-12-28,2483.62,2505.11,2478.32,2493.9,119245251,105980854272.0
2019-01-02,2497.88,2500.28,2456.42,2465.29,109932014,97592573952.0
2019-01-03,2461.78,2488.48,2455.93,2464.36,124397496,106922790912.0
2019-01-04,2446.02,2515.32,2440.91,2514.87,168877668,139298676736.0
2019-01-07,2528.7,2536.98,2515.51,2533.09,177305011,145513242624.0
2019-01-08,2530.3,2531.34,2520.16,2526.46,158099182,123379040256.0
2019-01-09,2536.42,2574.41,2536.16,2544.34,191887931,160812527616.0
2019-01-10,2543.85,2551.82,2531.66,2535.1,159874327,132692332544.0
2019-01-11,2539.55,2554.79,2533.36,2553.83,149444101,122375663616.0
2019-01-14,2553.33,2556.29,2533.01,2535.76,144825464,116243415040.0
2019-01-15,2537.37,2571.5,2532.43,2570.34,160265531,137374982144.0
2019-01-16,2569.07,2574.24,2563.01,2570.42,149301540,126876315648.0
2019-01-17,2573.57,2582.56,2557.71,2559.64,162468134,127546126336.0
2019-01-18,2567.74,2598.88,2565.9,2596.01,190767237,151270432768.0
2019-01-21,2599.06,2618.98,2599.06,2610.51,163425116,139915485184.0
2019-01-22,2609.64,2609.64,2573.06,2579.7,152537774,122995437568.0
2019-01-23,2575.26,2589.51,2572.41,2581.0,131426798,105101324288.0
2019-01-24,2584.65,2597.29,2569.7,2591.69,154042045,131575042048.0
2019-01-25,2596.26,2617.0,2595.63,2601.72,159394025,135415169024.0
2019-01-28,2615.71,2630.32,2591.1,2596.98,146981765,127465635840.0
2019-01-29,2592.35,2601.74,2559.98,2594.25,155581112,126749048832.0
2019-01-30,2584.75,2598.81,2575.41,2575.57,120502572,101103927296.0
2019-01-31,2581.33,2606.63,2571.58,2584.57,154303869,126013247488.0
2019-02-01,2597.78,2618.48,2590.55,2618.23,131986849,111522627584.0
2019-02-11,2613.17,2654.1,2613.17,2653.9,154898857,137307189248.0
2019-02-12,2654.03,2674.48,2648.83,2671.89,184101179,156741541888.0
2019-02-13,2674.52,2727.07,2666.52,2721.07,243794010,207125315584.0
2019-02-14,2715.53,2729.46,2707.49,2719.7,197037348,170330836992.0
2019-02-15,2712.79,2715.63,2679.78,2682.39,196004265,169823260672.0
2019-02-18,2699.82,2754.36,2699.82,2754.36,260436006,224184078336.0
2019-02-19,2759.5,2780.78,2737.59,2755.65,288046272,247121051648.0
2019-02-20,2761.06,2767.41,2739.98,2761.22,245972526,205446930432.0
2019-02-21,2759.94,2794.01,2744.98,2751.8,298649969,253033377792.0
2019-02-22,2749.46,2804.23,2736.33,2804.23,301481411,264518881280.0
2019-02-25,2838.39,2961.8,2838.39,2961.28,528658591,465991434240.0
2019-02-26,2969.1,2995.68,2938.62,2941.52,565557967,492396544000.0
2019-02-27,2939.93,2997.49,2924.64,2953.82,474976453,411837620224.0
2019-02-28,2950.05,2965.3,2930.2,2940.95,350206602,298763952128.0
2019-03-01,2954.4,2994.01,2930.83,2994.01,345786199,307337666560.0
2019-03-04,3015.94,3090.8,3006.94,3027.58,525649436,480603656192.0
2019-03-05,3019.88,3054.96,3009.45,3054.25,424142528,382768537600.0
2019-03-06,3060.43,3103.83,3050.11,3102.1,555006364,485478322176.0
2019-03-07,3103.67,3129.94,3074.98,3106.42,583817065,525725224960.0
2019-03-08,3038.34,3075.05,2969.58,2969.86,577855473,525598244864.0
2019-03-11,2969.08,3028.25,2963.58,3026.99,426213028,404368420864.0
2019-03-12,3049.08,3093.39,3029.9,3060.31,511173158,487066632192.0
2019-03-13,3062.33,3065.29,3013.93,3026.95,453214625,451247304704.0
2019-03-14,3013.6,3041.16,2968.82,2990.69,373141798,356240351232.0
2019-03-15,3000.88,3048.12,2999.43,3021.75,341206139,344721502208.0
2019-03-18,3027.8,3096.42,3009.51,3096.42,397797179,398469603328.0
2019-03-19,3099.9,3113.43,3076.36,3090.98,350908859,353216790528.0
2019-03-20,3084.17,3102.52,3053.45,3090.64,358557504,349295407104.0
2019-03-21,3094.12,3125.02,3086.85,3101.46,414251182,403939835904.0
2019-03-22,3100.73,3107.28,3064.88,3104.15,364848346,356678336512.0
2019-03-25,3058.8,3087.0,3041.95,3043.03,380278761,375375663104.0
2019-03-26,3057.56,3062.69,2988.49,2997.1,353498020,341444825088.0
2019-03-27,3012.26,3022.76,2987.77,3022.72,291390356,295075954688.0
2019-03-28,3009.8,3025.78,2991.78,2994.94,288106424,289554567168.0
2019-03-29,3000.68,3093.03,2999.99,3090.76,375082990,386699608064.0
2019-04-01,3111.66,3176.62,3111.66,3170.36,466124692,480085938176.0
2019-04-02,3183.27,3193.27,3164.91,3176.82,447068982,462662082560.0
2019-04-03,3159.15,3219.26,3152.33,3216.3,430548636,442622042112.0
2019-04-04,3233.69,3254.14,3216.85,3246.57,469117668,475156381696.0
2019-04-08,3271.27,3288.45,3210.52,3244.81,504518403,506431238144.0
2019-04-09,3240.39,3251.65,3215.7,3239.66,364169997,380272975872.0
2019-04-10,3224.65,3264.78,3204.88,3241.93,380134408,395669975040.0
2019-04-11,3241.55,3254.13,3185.55,3189.96,353031880,360684556288.0
2019-04-12,3184.86,3199.28,3168.04,3188.63,289788997,288908972032.0
2019-04-15,3233.46,3253.98,3177.27,3177.79,348809784,355666128896.0
2019-04-16,3164.4,3253.6,3153.21,3253.6,357918753,360166633472.0
2019-04-17,3250.15,3275.33,3239.8,3263.12,357541796,354509889536.0
2019-04-18,3261.07,3271.39,3241.83,3250.2,325539942,323508178944.0
2019-04-19,3250.15,3274.33,3226.81,3270.8,315198003,315131920384.0
2019-04-22,3278.49,3279.49,3206.88,3215.04,353217388,359154298880.0
2019-04-23,3211.87,3231.58,3186.76,3198.59,328361208,324870184960.0
2019-04-24,3203.56,3210.65,3156.61,3201.61,274872164,278410854400.0
2019-04-25,3190.59,3193.75,3123.03,3123.83,325879130,309076082688.0
2019-04-26,3108.16,3129.21,3085.8,3086.4,280873853,274776403968.0
2019-04-29,3090.63,3107.76,3050.03,3062.5,292114885,289063280640.0
2019-04-30,3052.62,3088.41,3052.62,3078.34,222302518,225498128384.0
2019-05-06,2984.73,2986.54,2876.47,2906.46,326972270,314336518144.0
2019-05-07,2914.29,2937.28,2889.07,2926.39,253281769,245444214784.0
2019-05-08,2873.14,2929.43,2866.7,2893.76,231530519,218892619776.0
2019-05-09,2871.2,2888.86,2845.04,2850.95,200041134,197446881280.0
2019-05-10,2878.23,2941.45,2838.38,2939.21,282306808,274176262144.0
2019-05-13,2905.07,2921.41,2892.17,2903.71,212029883,202624126976.0
2019-05-14,2872.83,2909.2,2872.83,2883.61,208345354,201223315456.0
2019-05-15,2902.64,2945.39,2902.64,2938.68,230519700,226262786048.0
2019-05-16,2933.5,2956.17,2929.06,2955.71,248385700,226203070464.0
2019-05-17,2955.77,2956.78,2873.8,2882.3,266301642,247875178496.0
2019-05-20,2874.8,2882.63,2838.45,2870.6,209472443,199210774528.0
2019-05-21,2867.71,2919.24,2862.5,2905.97,211387023,202777776128.0
2019-05-22,2905.52,2912.4,2879.64,2891.7,200026906,193629368320.0
2019-05-23,2880.84,2885.14,2846.96,2852.52,197340308,192869486592.0
2019-05-24,2847.84,2871.86,2846.02,2852.99,167205491,162689314816.0
2019-05-27,2851.28,2898.13,2833.04,2892.38,196720901,193768714240.0
2019-05-28,2890.27,2924.04,2887.08,2909.91,223310556,227253813248.0
2019-05-29,2894.83,2934.98,2890.66,2914.7,198958820,202855038976.0
2019-05-30,2903.42,2907.85,2881.38,2905.81,205758789,197105557504.0
2019-05-31,2904.5,2922.91,2895.58,2898.7,195230579,191280402432.0
2019-06-03,2901.74,2920.83,2875.9,2890.08,215943555,208073322496.0
2019-06-04,2887.64,2888.39,2851.97,2862.28,188463542,181118914560.0
2019-06-05,2882.94,2888.77,2858.57,2861.42,181561047,175200845824.0
2019-06-06,2862.33,2862.33,2822.19,2827.8,177064412,164850548736.0
2019-06-10,2833.01,2861.13,2824.36,2852.13,166585917,162489831424.0
2019-06-11,2854.07,2927.43,2854.07,2925.72,260525796,254479986688.0
2019-06-12,2917.22,2924.7,2903.88,2909.38,240255775,223063953408.0
2019-06-13,2905.29,2918.42,2885.92,2910.74,212957791,191748206592.0
2019-06-14,2913.0,2924.32,2879.66,2881.97,215435796,194303111168.0
2019-06-17,2880.42,2902.48,2877.39,2887.62,153964961,143141638144.0
2019-06-18,2891.09,2898.33,2874.31,2890.16,147705321,136935231488.0
2019-06-19,2944.12,2953.34,2916.21,2917.8,230756974,225567256576.0
2019-06-20,2917.33,2997.39,2915.09,2987.12,291011538,288296546304.0
2019-06-21,2990.37,3010.35,2989.25,3001.98,286973834,276662460416.0
2019-06-24,3004.29,3012.83,2994.42,3008.15,210493893,211237183488.0
2019-06-25,3004.91,3004.91,2948.99,2982.07,243699244,244315078656.0
2019-06-26,2964.62,2986.91,2958.46,2976.28,174449533,172516057088.0
2019-06-27,2982.61,3011.54,2981.05,2996.79,195397048,208618647552.0
2019-06-28,2992.24,2992.24,2961.22,2978.88,181431524,183641767936.0
2019-07-01,3024.62,3045.37,3014.69,3044.9,250840433,266541056000.0
2019-07-02,3042.58,3048.48,3033.78,3043.94,214520625,229566615552.0
2019-07-03,3031.83,3031.83,3006.32,3015.26,212296174,218657992704.0
2019-07-04,3015.68,3024.5,2991.91,3005.25,194415132,202266390528.0
2019-07-05,3004.74,3014.85,2990.92,3011.06,156755428,163180843008.0
2019-07-08,2997.81,2997.81,2918.72,2933.36,211541268,205568815104.0
